#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B1F549
#Date Time: 2025-04-28 02:18:27.977
#Start: 10 Hz
#Stop: 100000 Hz
#Steps: 861
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.49366 V
#Offset: 9.30023e-05 V
#Relative: no

#
Frequency (Hz),Channel 1 Magnitude (dB)
38.5519643444897,50.28065608443845
38.96706306749049,50.28285173330531
39.38663126313079,50.28879921095179
39.81071705534973,50.29173082021057
40.23936908624901,50.29297197314233
40.67263652167206,50.30171511574075
41.11056905684352,50.29945954830907
41.55321692206886,50.3043516750673
42.000630888496,50.30930648948465
42.45286227393861,50.31585360951862
42.90996294876215,50.31553169503169
43.3719853418335,50.3224881963174
43.83898244653429,50.31707686714179
44.31100782683919,50.32566677190555
44.78811562345995,50.32733638714056
45.27036056005462,50.33280369736573
45.75779794950506,50.33349191258664
46.25048370026067,50.33831198187183
46.74847432275121,50.33937928989862
47.25182693586866,50.338525093916
47.76059927351836,50.34440408872277
48.27484969124122,50.34591595079198
48.79463717290696,50.34818317142307
49.32002133747947,50.3517850282752
49.85106244585521,50.35265263851923
50.38782140777477,50.36194847065929
50.93035978880927,50.35678477161603
51.47873981742195,50.36093589277019
52.03302439210547,50.35698699859743
52.59327708859666,50.36545230489068
53.15956216716813,50.35626684358071
53.73194457999912,50.36355212906159
54.31048997862535,50.3593674876904
54.89526472146917,50.36424231293337
55.48633588145093,50.37668889374294
56.08377125368185,50.37833041127583
56.68763936324027,50.37654759955967
57.29800947303141,50.37154078695403
57.91495159173159,50.37465289506326
58.53853648181818,50.38600177691233
59.16883566768604,50.38311852162725
59.80592144385114,50.38382352971679
60.44986688324292,50.37749528052861
61.10074584558532,50.38804147120886
61.75863298586859,50.39071080934562
62.42360376291209,50.38804616717628
63.0957344480193,50.39735544094312
63.77510213372619,50.4007954901048
64.46178474264335,50.396536219909
65.15586103639382,50.38497468792413
65.8574106246469,50.39797182784544
66.56651397424923,50.37862587292959
67.2832524184545,50.38780808825666
68.00770816625176,50.39619249167642
68.73996431179515,50.38913464541313
69.48010484393447,50.39170760961562
70.22821465584859,50.39802651897272
70.98437955478288,50.40058984036349
71.74868627189068,50.39460270675253
72.52122247218163,50.39390588433538
73.30207676457677,50.39365005491601
74.09133871207159,50.39865784580994
74.88909884200895,50.39847838110752
75.69544865646249,50.39705464299641
76.51048064273164,50.39407840217838
77.33428828395019,50.39570223204044
78.1669660698081,50.3963580418711
79.00860950738982,50.39445719919897
79.85931513212861,50.39790612808051
80.719180518879,50.39971001494027
81.58830429310885,50.39871614060574
82.46678614221106,50.3960936106123
83.35472682693793,50.39776137240682
84.25222819295816,50.39787383100116
85.15939318253837,50.40072485935123
86.0763258463508,50.39896494729091
87.00313135540725,50.39636974375919
87.93991601312234,50.39606445049567
88.88678726750669,50.39748668144498
89.84385372349017,50.3952197361052
90.81122515537993,50.39861644391409
91.78901251945037,50.39381710007684
92.77732796667013,50.39514738781377
93.77628485556588,50.39215472443288
94.78599776522384,50.38950173873744
95.80658250843226,50.38750885238892
96.83815614496487,50.38585782106608
97.88083699500743,50.39741735248189
98.93474465272928,50.39344786803983
100,50.39293968559466
101.0767252202549,50.38889369120346
102.1650438125091,50.39449783013677
103.2650806055228,50.37935813052179
104.376961772119,50.38038479523826
105.5008148436552,50.38470474986697
106.6367687246512,50.3784513558427
107.7849537075745,50.38452681302822
108.945501487784,50.37946887488434
110.1185451786361,50.37959963925387
111.3042193267523,50.37695247775375
112.5026599274511,50.37463148618323
113.7140044403478,50.37053770082124
114.9383918051186,50.3625968475615
116.1759624574398,50.37207236208194
117.4268583450929,50.37142675530608
118.6912229442474,50.36725014970487
119.9692012759172,50.36510465575668
121.2609399225932,50.36552237215034
122.5665870450579,50.35903679697129
123.8862923993778,50.35370764938094
125.2202073540805,50.35277557674803
126.5684849075173,50.35287326025576
127.9312797054111,50.352972868047
129.3087480585941,50.34982407991286
130.7010479609369,50.34581599935483
132.1083391074696,50.34869185836232
133.5307829126996,50.33831633818603
134.9685425291245,50.33778563083149
136.4217828659459,50.33877702667529
137.890670607985,50.33498699929029
139.3753742347997,50.32754051407848
140.8760640400104,50.32306740026737
142.3929121508317,50.32643491115677
143.926092547815,50.32047549828191
145.4757810848049,50.32201992594871
147.0421555091076,50.31410944577267
148.6253954818806,50.31660492931302
150.2256825987376,50.31039526673827
151.8432004105782,50.30236333642696
153.4781344446412,50.30203803042048
155.1306722257833,50.30099820341917
156.8010032979892,50.29997417956636
158.4893192461114,50.29281006532025
160.1958137178445,50.28956355624379
161.920682445937,50.28538250017579
163.6641232706413,50.27335652685921
165.4263361624052,50.27373295790262
167.2075232448097,50.27522503515844
169.0078888177499,50.26528562845684
170.827639380871,50.25634394191094
172.666983657251,50.2448321181209
174.5261326173418,50.25858333961105
176.4052995031685,50.24118875103483
178.3046998527851,50.25577324216854
180.2245515249999,50.25037054444677
182.1650747243608,50.23595226894302
184.126492026414,50.21181590462236
186.1090284032333,50.22893371233628
188.112911249222,50.2056683922896
190.1383704071982,50.20896072904274
192.1856381947541,50.2014870125658
194.2549494309047,50.19692560690434
196.3465414630207,50.18807688792808
198.4606541940513,50.17263787592125
200.5975301100415,50.17186739021
202.7574143079447,50.16991545639866
204.9405545237349,50.17301661202359
207.1472011608222,50.15142254488742
209.377607318773,50.13610748226908
211.6320288223403,50.14116541500448
213.9107242508077,50.13407254881841
216.2139549676459,50.12621492093518
218.5419851504931,50.11585659676609
220.8950818214542,50.10926911161242
223.2735148777283,50.10327465577122
225.6775571225666,50.08780754986249
228.1074842965602,50.08416679349887
230.5635751092703,50.07506543397788
233.0461112711932,50.06875806609112
235.5553775260732,50.05205066999733
238.0916616835633,50.03866398351731
240.655254652234,50.03843231804961
243.2464504729433,50.02488355728399
245.8655463525603,50.021513977266
248.5128426980556,50.00937378445568
251.1886431509579,49.99006647429427
253.8932546221804,49.9858082800788
256.6269873272234,49.96885728757023
259.390154821756,49.95830122413569
262.1830740375798,49.94982389843191
265.0060653189821,49.93274584448977
267.8594524594767,49.91447120729643
270.7435627389444,49.91365308125271
273.6587269611715,49.89563069565321
276.6052794917907,49.87385048331873
279.5835582966354,49.85129020712893
282.5939049805013,49.84438457158301
285.6366648263293,49.82683442051992
288.7121868348096,49.81084881887304
291.8208237644092,49.79852219695218
294.9629321718362,49.80234145740437
298.1388724529338,49.77157706168026
301.3490088840178,49.76620316435834
304.5937096636605,49.73283097317029
307.8733469549188,49.71150040726342
311.1882969280254,49.71101085641727
314.5389398035311,49.68338058052893
317.9256598959178,49.6589339591774
321.348845657679,49.62498410580981
324.8088897238733,49.61687793480589
328.3061889571598,49.57501216583323
331.8411444933196,49.57449638870464
335.4141617872613,49.54260471486065
339.0256506595314,49.51825149375352
342.6760253433159,49.4811340765773
346.3657045319541,49.46742257798378
350.0951114269636,49.44032686330559
353.8646737865769,49.4194158720904
357.6748239748097,49.38458448938582
361.5259990110488,49.36467215697843
365.4186406201789,49.30944550269096
369.3531952832494,49.31713767836534
373.3301142886812,49.25306757862025
377.3498537840338,49.20076145301047
381.4128748283215,49.18226347846798
385.5196434448969,49.16318928626725
389.6706306749049,49.11290079950341
393.866312631308,49.04859338092138
398.1071705534973,49.0468956373261
402.3936908624901,48.98102442488337
406.7263652167206,48.929337200765
411.1056905684351,48.85348583979865
415.5321692206886,48.82792785148666
420.0063088849597,48.74339690586939
424.5286227393862,48.73319397099041
429.0996294876215,48.62401896740582
433.7198534183351,48.56712790305829
438.3898244653428,48.46733791229796
443.110078268392,48.40773157729417
447.8811562345995,48.33914301985827
452.7036056005462,48.24486676784239
457.5779794950506,48.19446810855713
462.5048370026067,48.17041761225606
467.4847432275121,48.04241231270974
472.5182693586871,47.98218279049391
477.6059927351836,47.89427989272637
482.7484969124121,47.84382275886426
487.9463717290695,47.78692784249358
493.2002133747947,47.6945284256666
498.5106244585522,47.64630804591077
503.8782140777476,47.54965159126716
509.3035978880927,47.4831947758467
514.7873981742194,47.41799187206503
520.3302439210548,47.3219801049924
525.9327708859666,47.24141860295131
531.5956216716813,47.20582820522247
537.3194457999906,47.09668348291981
543.1048997862536,47.01929795313017
548.9526472146916,46.96448487434969
554.8633588145092,46.88382043642734
560.8377125368186,46.80527104447996
566.8763936324026,46.69295018852876
572.9800947303147,46.6664624559649
579.1495159173159,46.59648600846698
585.3853648181819,46.52936597910157
591.6883566768605,46.40524243792022
598.0592144385114,46.36617670085008
604.4986688324299,46.25079782516472
611.0074584558532,46.1815104899027
617.5863298586859,46.11441487174901
624.236037629121,46.00877973965719
630.957344480193,45.94934477901263
637.7510213372618,45.86369965988973
644.6178474264334,45.77901594629746
651.5586103639374,45.73523921020053
658.574106246469,45.60391760474658
665.6651397424924,45.56264055848423
672.8325241845449,45.47395346614839
680.0770816625176,45.41949726867107
687.3996431179509,45.27629402047275
694.8010484393448,45.22845323352076
702.2821465584859,45.11855459673403
709.8437955478287,45.04157734321356
717.4868627189068,45.02939112923855
725.2122247218163,44.87596615438517
733.0207676457685,44.84412200947457
740.9133871207158,44.71808880674268
748.8909884200895,44.63736174573276
756.9544865646249,44.5414409981509
765.1048064273164,44.45163999168863
773.3428828395018,44.41970705142636
781.6696606980811,44.31704511516401
790.0860950738983,44.26393304540299
798.5931513212861,44.15848747396269
807.1918051887899,44.12242934785767
815.8830429310887,43.96371847559055
824.6678614221106,43.95335052857248
833.5472682693785,43.80529431697067
842.5222819295817,43.7630331832008
851.5939318253836,43.70018732557913
860.763258463508,43.55988235350222
870.0313135540725,43.50244379325784
879.3991601312233,43.42732954386268
888.8678726750669,43.3282907813981
898.4385372349017,43.24256070708425
908.1122515537993,43.13079677808575
917.8901251945038,43.04292946163614
927.7732796667012,43.01017837873823
937.7628485556597,42.88886708159883
947.8599776522384,42.83895026691194
958.0658250843226,42.73618936519195
968.3815614496486,42.6402289023802
978.8083699500743,42.58590414962597
989.3474465272927,42.44253845983803
1000,42.3895141130642
1010.767252202549,42.34791735275817
1021.650438125091,42.22700897101625
1032.650806055228,42.13397388041044
1043.76961772119,41.97621306057385
1055.008148436552,41.92045100504129
1066.367687246513,41.87636462640086
1077.849537075744,41.77014123924653
1089.45501487784,41.67737893751941
1101.185451786361,41.64965352766161
1113.042193267523,41.50677501102666
1125.026599274513,41.44770289423061
1137.140044403476,41.38534016416951
1149.383918051186,41.24378931330017
1161.759624574398,41.15612751744541
1174.268583450929,41.12155137068756
1186.912229442475,41.06950082731343
1199.692012759171,40.90579224328927
1212.609399225932,40.82258925177202
1225.665870450579,40.76003774405166
1238.862923993778,40.66957107415924
1252.202073540805,40.50708090008852
1265.684849075173,40.43861128590763
1279.312797054111,40.30948924431206
1293.087480585941,40.29186411808396
1307.010479609369,40.21596164356522
1321.083391074696,40.12639124830083
1335.307829126996,40.02002999382741
1349.685425291245,39.90682231242352
1364.21782865946,39.84020909303166
1378.906706079849,39.76921021258307
1393.753742347997,39.69088129120834
1408.760640400104,39.63172404726065
1423.929121508317,39.44365075895594
1439.260925478151,39.37414575138234
1454.757810848047,39.29950797973697
1470.421555091076,39.18676824526181
1486.253954818806,39.08989612902631
1502.256825987376,39.04833350493191
1518.432004105782,38.91766672278269
1534.781344446411,38.86529860812661
1551.306722257832,38.79526322504371
1568.010032979892,38.69796790266718
1584.893192461114,38.61490747911291
1601.958137178445,38.51464211070049
1619.20682445937,38.41575510215043
1636.641232706413,38.38732785925091
1654.263361624054,38.2692681736788
1672.075232448097,38.13448695894883
1690.078888177499,38.11589233418334
1708.27639380871,37.98378600666194
1726.66983657251,37.89759893298074
1745.26132617342,37.81614817104014
1764.052995031683,37.76682019836888
1783.046998527851,37.63928859154844
1802.245515249999,37.55387265712667
1821.650747243608,37.36883910303833
1841.264920264142,37.31586493105277
1861.090284032331,37.23479031671152
1881.12911249222,37.12084000672081
1901.383704071982,37.08192172750588
1921.856381947541,37.00539508221606
1942.549494309047,36.9013695976976
1963.465414630207,36.78936702841158
1984.606541940513,36.73105239938786
2005.975301100415,36.67566469916344
2027.574143079447,36.54118471642511
2049.405545237349,36.44412810109568
2071.472011608222,36.34432748715069
2093.776073187729,36.36188281289855
2116.320288223405,36.16127565595831
2139.107242508075,36.0055239064704
2162.139549676459,35.99816684460217
2185.419851504932,35.86104480324938
2208.950818214542,35.82176461437567
2232.735148777285,35.75493805982291
2256.775571225664,35.63002264474407
2281.074842965602,35.55485615944099
2305.635751092703,35.52196888292435
2330.461112711932,35.35605486327059
2355.553775260734,35.29009141979535
2380.916616835631,35.20689479791293
2406.55254652234,35.17893156191404
2432.464504729433,35.01606473350462
2458.655463525603,34.9005022402369
2485.128426980556,34.77820826420526
2511.886431509579,34.7781484833453
2538.932546221804,34.5975035970003
2566.269873272235,34.57621301305679
2593.901548217561,34.41611388707731
2621.830740375799,34.35621963825628
2650.060653189821,34.34699077399556
2678.594524594767,34.17894562118405
2707.435627389446,34.07931792896134
2736.587269611713,33.96907192287348
2766.052794917907,33.92363835418348
2795.835582966354,33.80894811394707
2825.939049805013,33.76880220163922
2856.366648263296,33.63351789837337
2887.121868348093,33.60162600995064
2918.208237644092,33.47876393207073
2949.629321718362,33.38873607762869
2981.388724529337,33.2474901769414
3013.490088840178,33.1935185559762
3045.937096636602,33.06016575373198
3078.733469549188,32.98703873317911
3111.882969280253,32.88090716818233
3145.389398035311,32.82037406418736
3179.256598959178,32.7839764163274
3213.48845657679,32.63548145415417
3248.088897238732,32.51756414062177
3283.061889571602,32.47736573985402
3318.411444933196,32.34133274089374
3354.141617872614,32.2487244149388
3390.256506595314,32.09855124074282
3426.760253433159,32.08753845178628
3463.657045319545,32.02552438729785
3500.951114269633,31.84404215519741
3538.646737865769,31.86167757636671
3576.748239748097,31.7106151742234
3615.259990110488,31.67119141128797
3654.186406201793,31.50765766508814
3693.53195283249,31.51203159272212
3733.301142886811,31.36784848748794
3773.498537840338,31.21227596290901
3814.128748283215,31.13456137510341
3855.196434448969,31.04578805210984
3896.706306749049,31.0124065787474
3938.66312631308,30.92170634087073
3981.071705534973,30.81504719383912
4023.9369086249,30.68631515375035
4067.263652167207,30.65733989956911
4111.056905684351,30.53168807165468
4155.321692206886,30.45599114051267
4200.063088849601,30.35516138249876
4245.286227393856,30.27927275700485
4290.996294876215,30.30105754515036
4337.198534183351,30.07960076912179
4383.898244653429,29.93291843531665
4431.100782683924,29.89352190146905
4478.81156234599,29.80766636931819
4527.036056005462,29.72409140485153
4575.779794950506,29.62248320876682
4625.048370026067,29.49686739771364
4674.847432275125,29.44645391471222
4725.182693586866,29.34612546025866
4776.059927351836,29.24689392133018
4827.484969124122,29.22320737171203
4879.463717290695,29.06240342720265
4932.002133747947,28.98869622723564
4985.106244585521,28.90561768871541
5038.782140777475,28.82361223405156
5093.035978880927,28.74614248465864
5147.873981742195,28.62931270348943
5203.302439210548,28.51769014993341
5259.327708859667,28.49576308207305
5315.956216716812,28.39595253946776
5373.194457999912,28.22245784712658
5431.04899786253,28.093518633624
5489.526472146918,28.02426930276901
5548.633588145092,27.95883194052213
5608.377125368186,27.79719721796453
5668.763936324031,27.73486088993837
5729.800947303142,27.77229006126568
5791.49515917316,27.62567921451933
5853.853648181818,27.53039682208591
5916.883566768604,27.37985860129302
5980.592144385113,27.41080951779972
6044.986688324292,27.24623986548511
6110.074584558532,27.16535213206144
6175.863298586858,27.07197718785329
6242.36037629121,27.05589188624405
6309.57344480193,26.77614295284945
6377.510213372619,26.75677591634679
6446.178474264334,26.68383022398935
6515.586103639382,26.49978811314487
6585.741062464691,26.53468414350469
6656.651397424925,26.42282547910415
6728.325241845449,26.32126517685194
6800.770816625176,26.19485275872183
6873.996431179515,26.1279618452637
6948.01048439344,26.014228317614
7022.82146558486,25.99725407023766
7098.437955478287,25.87730481126487
7174.868627189068,25.7106594378568
7252.122247218169,25.65577175881154
7330.207676457677,25.62469639383731
7409.133871207159,25.4451854384576
7488.909884200895,25.47684792691243
7569.544865646248,25.2992236764416
7651.048064273164,25.26304410100025
7733.428828395018,25.13368757961292
7816.69660698081,25.0403580021894
7900.860950738982,25.01788056556561
7985.931513212861,24.93479104636372
8071.918051887899,24.73140001444666
8158.830429310886,24.61413692572725
8246.678614221108,24.54683527498886
8335.472682693793,24.50268575928848
8425.222819295808,24.43237444158832
8515.939318253837,24.34946119497824
8607.632584635081,24.28978522466338
8700.313135540724,24.11382023279747
8793.991601312242,24.05037257456112
8888.678726750661,23.93468126484488
8984.385372349017,23.82288898637775
9081.122515537993,23.70394362612019
9178.901251945035,23.60420785674071
9277.732796667022,23.61950723295132
9377.628485556586,23.53650789198476
9478.599776522384,23.36626085294018
9580.658250843226,23.33888919732452
9683.815614496487,23.24003524952298
9788.083699500743,23.11040354769314
9893.474465272926,23.04483825626189
10000,22.94371635954008
10107.67252202549,22.82770310183573
10216.50438125091,22.78435952762922
10326.50806055228,22.6492330160499
10437.6961772119,22.61320627749243
10550.08148436553,22.52656210138797
10663.67687246513,22.36165582820319
10778.49537075744,22.28080378463909
10894.55014877839,22.21518274109679
11011.85451786361,22.13380987986117
11130.42193267523,22.07625652387276
11250.26599274513,21.93889560101021
11371.40044403476,21.76615987262123
11493.83918051186,21.75999174595125
11617.59624574397,21.66687918408165
11742.68583450929,21.54650070111816
11869.12229442475,21.45302821161845
11996.92012759171,21.40623359354917
12126.09399225932,21.2552753150669
12256.65870450579,21.24123421200296
12388.62923993778,21.08804712355818
12522.02073540805,20.97539501368104
12656.84849075173,20.91606198211926
12793.12797054111,20.82084813422473
12930.87480585941,20.69068985688198
13070.10479609369,20.68464047994531
13210.83391074696,20.5602844224679
13353.07829126996,20.51017867252167
13496.85425291245,20.41335322069159
13642.1782865946,20.30770187901583
13789.06706079849,20.19582633397682
13937.53742347997,20.10701875066877
14087.60640400105,20.02871516914669
14239.29121508317,19.91934170485411
14392.60925478151,19.80955655408778
14547.57810848047,19.7569711536519
14704.21555091076,19.61781452745383
14862.53954818806,19.57803615064339
15022.56825987376,19.48615584698351
15184.32004105782,19.38697412743562
15347.81344446411,19.24632926604019
15513.06722257833,19.17865889131076
15680.10032979892,19.05719025431174
15848.93192461114,19.04752393416551
16019.58137178444,18.90221104953508
16192.06824459371,18.79374757786795
16366.41232706413,18.71219540519854
16542.63361624054,18.67810391205793
16720.75232448097,18.5343002618493
16900.788881775,18.4990411458207
17082.7639380871,18.42084763025522
17266.6983657251,18.2681266260492
17452.6132617342,18.19546265878139
17640.52995031683,18.06797567173447
17830.46998527851,17.95844739738414
18022.45515249998,17.91075622887132
18216.50747243608,17.86910370716075
18412.64920264142,17.7406983748869
18610.90284032331,17.64582284516882
18811.2911249222,17.53196054567307
19013.83704071981,17.50587070581411
19218.56381947541,17.39242281340575
19425.49494309047,17.30069114590751
19634.65414630207,17.08351655165669
19846.06541940513,17.12141232713976
20059.75301100415,16.99165125258628
20275.74143079447,16.89043115751193
20494.05545237349,16.79567350577188
20714.72011608222,16.74782754242976
20937.76073187729,16.66688423682234
21163.20288223405,16.55378420948046
21391.07242508075,16.46906987707908
21621.39549676459,16.36769590155488
21854.19851504931,16.20925571595163
22089.50818214542,16.23083493179404
22327.35148777285,16.1286590314116
22567.75571225664,16.06964878853793
22810.74842965603,15.89007710776749
23056.35751092703,15.83861261329573
23304.61112711932,15.70758074148407
23555.53775260735,15.67808792895208
23809.16616835631,15.55919547658485
24065.5254652234,15.47352112910121
24324.64504729433,15.35060189642008
24586.55463525603,15.29121852474348
24851.28426980556,15.23670519473906
25118.86431509579,15.09684193623132
25389.32546221804,14.96582355077974
25662.69873272234,14.92945739891235
25939.0154821756,14.79557525691022
26218.30740375798,14.76877468585099
26500.60653189821,14.62438373420462
26785.94524594767,14.53774031953313
27074.35627389446,14.52974922148473
27365.87269611712,14.42358933977729
27660.52794917907,14.29123859519483
27958.35582966353,14.20950475223211
28259.39049805013,14.13454428919856
28563.66648263295,14.01940880079282
28871.21868348093,13.94914713517045
29182.08237644092,13.86990563537108
29496.29321718362,13.76222406634195
29813.88724529338,13.69293331622584
30134.90088840178,13.62221419853832
30459.37096636602,13.41632380837368
30787.33469549189,13.35172251636866
31118.82969280253,13.31926228874802
31453.89398035311,13.17959717440702
31792.56598959178,13.20519562645245
32134.8845657679,12.965310108348
32480.88897238732,12.97738744827558
32830.61889571601,12.91590846174413
33184.11444933196,12.81484578461683
33541.41617872613,12.71880412730915
33902.56506595314,12.62995747853703
34267.60253433159,12.60595113561298
34636.57045319545,12.46419193140672
35009.51114269633,12.36483255974669
35386.46737865769,12.21878020596145
35767.48239748097,12.17417052320347
36152.59990110488,12.132922578538
36541.86406201793,12.03166579781855
36935.3195283249,11.82624538930541
37333.01142886811,11.96559356139626
37734.98537840338,11.83252374392284
38141.28748283215,11.68793392146712
38551.9643444897,11.52356583228458
38967.06306749049,11.37966019068322
39386.6312631308,11.38595426004342
39810.71705534973,11.50326387310943
40239.369086249,11.09858979842197
40672.63652167206,11.01485562979325
41110.56905684352,10.98659131124901
41553.21692206886,10.90035994976082
42000.630888496,10.82072451725586
42452.86227393857,10.89833712839995
42909.96294876215,10.7639832775553
43371.9853418335,10.58449722644416
43838.98244653428,10.37729209920496
44311.00782683925,10.40361960005322
44788.1156234599,10.24813105119933
45270.36056005462,10.30693645987452
45757.79794950506,10.22279634696522
46250.48370026067,10.02407629802002
46748.47432275125,10.10184728004049
47251.82693586866,10.04559159223882
47760.59927351836,9.934439694497769
48274.84969124121,9.738804188573354
48794.63717290696,9.718092278077673
49320.02133747947,9.613783176052886
49851.06244585521,9.593272495427945
50387.82140777475,9.377297729553693
50930.35978880926,9.354792176740595
51478.73981742195,9.19394412265846
52033.02439210548,9.195897048025341
52593.27708859667,9.153315347353034
53159.56216716813,9.101830611319675
53731.94457999912,8.895346249649108
54310.4899786253,8.963726928949129
54895.26472146918,8.722599658281524
55486.33588145092,8.664376800242392
56083.77125368186,8.694265054469614
56687.63936324032,8.45940896703992
57298.00947303142,8.433714315303513
57914.95159173159,8.408509062004381
58538.53648181818,8.267577819545657
59168.83566768603,8.158195354014545
59805.92144385114,8.11825739557883
60449.86688324292,7.95683137082252
61100.74584558531,7.891131473188354
61758.63298586859,7.920458808676959
62423.60376291209,7.580775794926748
63095.73444801931,7.683130330979812
63775.10213372619,7.581394338343178
64461.78474264334,7.605333339878189
65155.86103639381,7.654838512320131
65857.4106246469,7.401786172458538
66566.51397424925,7.316289833720633
67283.25241845449,7.183270098123625
68007.70816625176,7.260832483625394
68739.96431179515,7.022098420109849
69480.1048439344,6.956040811744543
70228.2146558486,6.931606623024788
70984.37955478286,6.883669740240901
71748.68627189068,6.846226140873723
72521.2224721817,6.839737147950022
73302.07676457678,6.74225707095008
74091.33871207159,6.471298226670199
74889.09884200896,6.535605356138326
75695.44865646248,6.398716114381223
76510.48064273164,6.376587413807478
77334.28828395018,6.31988256428003
78166.96606980811,6.082954353734435
79008.60950738983,6.007076229873785
79859.3151321286,6.063468984274351
80719.180518879,5.870861194375502
81588.30429310884,5.821629696295361
82466.78614221107,5.787113211915838
83354.72682693794,5.850622881323199
84252.22819295808,5.657142689386417
85159.39318253836,5.510036023266948
86076.3258463508,5.473101958530934
87003.13135540725,5.348468943719461
87939.91601312242,5.272032458973098
88886.7872675066,5.149594547680593
